000010000|0500.0000|2019/07/09 13:00:13
000020000|3350.0000|2019/07/09 13:00:13
000030000|7800.0000|2019/07/05 11:00:02
000040000|23500.0000|2019/07/09 10:00:02
000050000|2950.0000|2019/07/09 13:00:13
