000010000|2|1|2|3|0|1|2|0|3|4|10500.0000|2019/07/09 13:00:13|0|0|2019/07/09 16:32:45
000020000|3|1|2|3|0|1|2|0|3|4|3350.0000|2019/07/09 13:00:13|0|0|2019/07/09 16:32:45
000030000|4|1|2|3|0|1|2|0|3|4|7800.0000|2019/07/05 11:00:02|0|0|2019/07/09 16:32:45
000040000|5|1|2|3|0|1|2|0|3|4|23500.0000|2019/07/09 10:00:02|0|0|2019/07/09 16:32:45
000050000|6|1|2|3|0|1|2|0|3|4|2950.0000|2019/07/09 13:00:13|0|0|2019/07/09 16:32:45
