000010000|3|4|10500.0000|2019/07/09 13:00:13|1|2|2019/07/09 16:32:45
000020000|3|4|7800.0000|2019/07/09 13:00:13|5|4|2019/07/09 16:32:45
000030000|3|4|7800.0000|2019/07/05 11:00:02|1|2|2019/07/09 16:32:45
000040000|3|4|23500.0000|2019/07/09 10:00:02|1|2|2019/07/09 16:32:45
000050000|3|4|2950.0000|2019/07/09 13:00:13|1|2|2019/07/09 16:32:45
000010000|3|4|10500.0000|2019/07/09 13:00:13|2|3|2019/07/09 16:32:45
000010000|3|4|10500.0000|2019/07/09 13:00:13|2|4|2019/07/09 16:32:45
000010000|3|4|10500.0000|2019/07/09 13:00:13|2|5|2019/07/09 16:32:45
000020000|3|4|7800.0000|2019/07/09 13:00:13|5|3|2019/07/09 16:32:45
